Event ID,Order Hash,Offerer Address,Recipient Address,Zone Address,Timestamp,Tx Hash,date,hour,Orders Per Day,Tx Count,Trade Type
0xbb5e79109ac03378be3d8aebb9d17fb79ba4704065991bea8fda41ebb09a56efef000000,0x083a406870fefb6642aff19734461ac757cdf2e0f0f3fc7f65d68673d00082e0,0xdbee45ad97ab3f2779043f93a0ff29f89adaf144,0x3837c1afe017696b0b66224d2de213c4e1651ca6,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:02,0xbb5e79109ac03378be3d8aebb9d17fb79ba4704065991bea8fda41ebb09a56ef,2022-07-03,15,1000,1,Individual Trade
0xa594c70a0f786a915cef90f8bc57dcffa5be39b8dc69c39d03a6e8a82f1e253f10000000,0x876e53066df1d1f91841447f39589f883e0f365eafe01fb1b36725eb20fbc319,0x1634dff73e320d2fab02566c646aa78b2553462d,0x471db22bcc68291d97901703189783eefece2ac5,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:02,0xa594c70a0f786a915cef90f8bc57dcffa5be39b8dc69c39d03a6e8a82f1e253f,2022-07-03,15,1000,1,Individual Trade
0x8397c484f5ddfefad067c4cd0b4d86821b3222777b6eb3e11c783705e05be89f34000000,0xc3c042ec29fcdb5af5e04c614e3819b3fb6755a58fca71e3bebcf9daa904f555,0x208d4639852c9b813a8ec70351b82b7dbbbc71e3,0x4c48d00997c6d23d6b47a9ce8caa6027d0068e42,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:09,0x8397c484f5ddfefad067c4cd0b4d86821b3222777b6eb3e11c783705e05be89f,2022-07-03,15,1000,1,Individual Trade
0x1eec102a9beea459a83cd72c65d80f14786f93f5afec3ad9251bfa008939ba6198000000,0x3885f86f7f373347003e62ef43607d3870d8c39470d1c26cdde2787be84b4da3,0x3ef7411383970b54bedec99ddd04b93159293efb,0xcde6cca4d309e14fe8658be19be9fee6aaab6ace,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:09,0x1eec102a9beea459a83cd72c65d80f14786f93f5afec3ad9251bfa008939ba61,2022-07-03,15,1000,1,Individual Trade
0x15dc8f8230e3918ffc18fcb22572107bc1cc72484b5dbe6286793400abbb2d694f000000,0x1d744710f6f66e9712721e6b862a99c3288969583861a47d403d9c47aa251718,0x4388bc3f1452b3b344417e1432f56c570da1ecdc,0x3dca25d72528249a844e64a762cc3bfd12da514e,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:09,0x15dc8f8230e3918ffc18fcb22572107bc1cc72484b5dbe6286793400abbb2d69,2022-07-03,15,1000,3,Batch Trade
0xb60172beeaa7661c5b8ebd221257c4255d664d972b39f0c5b81dca411ce7c3fca0000000,0xf631acb1360dd9304e57f4c3cd287936863bf3ccf1d2fb01d383c0eab83182ae,0x656d14de1a9986af0cd916644a96745bfc0031dc,0xebbd5525841c79a2202e50b55d58a9e391af3cdb,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:09,0xb60172beeaa7661c5b8ebd221257c4255d664d972b39f0c5b81dca411ce7c3fc,2022-07-03,15,1000,1,Individual Trade
0x15dc8f8230e3918ffc18fcb22572107bc1cc72484b5dbe6286793400abbb2d694d000000,0x7e2d78bd56a7b4bfbd283bcc543a59988c2392a40ddba26dca7fe8a6d16f38d7,0xf76ebe6341dd9dc880596ee1cccffb4938db14e3,0x3dca25d72528249a844e64a762cc3bfd12da514e,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:09,0x15dc8f8230e3918ffc18fcb22572107bc1cc72484b5dbe6286793400abbb2d69,2022-07-03,15,1000,3,Batch Trade
0x0acbdf733ad481124a8e7916c24111c276708621245fe6513e50803712a6b1559d000000,0xf9bf8440f14fe53345626517c5d7782d33fb875b367b81bdccc55fd97d0d3e00,0x6c99ddabbb2ae78732f9636c7b4cd6f8b9006b8f,0xf9a3f9c32cb16ddc15b9b8cb4d5895ea9a85c6b5,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:09,0x0acbdf733ad481124a8e7916c24111c276708621245fe6513e50803712a6b155,2022-07-03,15,1000,1,Individual Trade
0x03567a79d64ca30bc5491d8eb74a1d79d06e899f6758c74f0fece5ca623dff7d91000000,0x123e389fe0a60439d590a31eed88547f91fbe9ab7d617d17459b5c41865b5fd9,0xfa74d984037dedb4211dd6e8bdcd7cefb315b4a6,0x0899eb3e9242f36be0dbe617506fa6560f5a5dd1,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:09,0x03567a79d64ca30bc5491d8eb74a1d79d06e899f6758c74f0fece5ca623dff7d,2022-07-03,15,1000,1,Individual Trade
0x15dc8f8230e3918ffc18fcb22572107bc1cc72484b5dbe6286793400abbb2d694e000000,0x66b0d7d84e12dbea79d706f44efb317ff120af0065f3db6c95939425f470cc27,0x003611b361f58d549a7b2fca5dac124d3e6630ae,0x3dca25d72528249a844e64a762cc3bfd12da514e,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:09,0x15dc8f8230e3918ffc18fcb22572107bc1cc72484b5dbe6286793400abbb2d69,2022-07-03,15,1000,3,Batch Trade
0x30fbc12121a0e00c1a1e58c0204b9a150d49b71886648e36d86e771724769f1227000000,0x2ef03824e697c236dfc5f70dec07e94f5a4ab65f6bec133c21cb82c5394e8573,0x01ed9455b054636b3bfe991053ab8b74462cb6c6,0x36f3a36f25b687e743b66330f8391ca82cccbac8,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:17,0x30fbc12121a0e00c1a1e58c0204b9a150d49b71886648e36d86e771724769f12,2022-07-03,15,1000,1,Individual Trade
0xa488c06e28e50063dff8b67892b7ba4b9df8459209ccc4eed399a46add31706403000000,0xbe55fb126f39f0b88e0b1df6a900bd5a2b61c0fde8697012704a7a42f4ee5f23,0xb960665d4e601063df28c9067c0d925069cf9142,0x14adb82961186dadf5e003ccb2066d9370031c05,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:17,0xa488c06e28e50063dff8b67892b7ba4b9df8459209ccc4eed399a46add317064,2022-07-03,15,1000,1,Individual Trade
0xe319825270bda9af7e389ed5c1febe2821366fe28733560bb0e029b3f9cd396922000000,0xfa39edd8d8dc6a975a4a62035f33c60decb7a23845d0fb2810d8cc425e0c9a26,0xec1046287f69806b809ea89e0e451229fd087334,0x9af49b67575438d5ca6977f48683859d3a2256f1,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:17,0xe319825270bda9af7e389ed5c1febe2821366fe28733560bb0e029b3f9cd3969,2022-07-03,15,1000,1,Individual Trade
0x803f3c37f03508e25cc59764cc87dab01f00684d1c4d8b62f8a6aaef05a29decbb000000,0x2b5a082d8c6002ce745d45e502601615f9c1a463e7215e1311f245a3bbe3a1d1,0x9363113e33e67cb2b50ac57ed52166bef07d853b,0x36ab6423f7a846bf8328bf1bd2e0264efed09817,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:22,0x803f3c37f03508e25cc59764cc87dab01f00684d1c4d8b62f8a6aaef05a29dec,2022-07-03,15,1000,1,Individual Trade
0xecfdaeb319063445c454f5d81e3ecb410cf11204b425f5c517071c2db646ba86be000000,0x21b27e63e8cedfd54f7edac0e66c07e278bb4f4c0fb03a47b3fb25f0307fcfaf,0xf32c4db54c1f26b26b085f67fadb877fec8bbc31,0x1c73c6174eb2fddc2e0a702e85cd3146c05aa122,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:22,0xecfdaeb319063445c454f5d81e3ecb410cf11204b425f5c517071c2db646ba86,2022-07-03,15,1000,1,Individual Trade
0x9b3fa5b21bd54172af099c13fac948d99248b4bf6036536e226f008beb07bcbca1000000,0x527401671b897b69dd6c4600dc7ba427716ba3210fe8980f54d348cb36781094,0x393c33b543239249b77a3e32b433adf0a31c005f,0x95f9ccfb039d9473add71ef67bb64f9a3f092ee8,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:22,0x9b3fa5b21bd54172af099c13fac948d99248b4bf6036536e226f008beb07bcbc,2022-07-03,15,1000,2,Batch Trade
0x9b3fa5b21bd54172af099c13fac948d99248b4bf6036536e226f008beb07bcbca0000000,0xdea2677f73b7c2b3f04e663fd58a85a12975edbca14884872440ddf64f8e2aaf,0xf47d7a008b0ef3efc8b09674994e9a52099c79ee,0x95f9ccfb039d9473add71ef67bb64f9a3f092ee8,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:22,0x9b3fa5b21bd54172af099c13fac948d99248b4bf6036536e226f008beb07bcbc,2022-07-03,15,1000,2,Batch Trade
0x6ee1dfa27a60c9fc32af8097e027b4aae3216d024b4d68305df67ebbbbd2dd94ed000000,0xe4a61b9ef35d9b66cc3d7519bd4f5f69fade17db85ab35c9ac55c25a8acbf2c6,0x84481d3a33f70b1254befc4ff0ef98f8832f9fb1,0x011df7520739f2a635a708138cc3e86f422a3499,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:22,0x6ee1dfa27a60c9fc32af8097e027b4aae3216d024b4d68305df67ebbbbd2dd94,2022-07-03,15,1000,1,Individual Trade
0x1dfb24fc7bda731eb20af471e339402ca7a4b4d9a4d823510a15114635b40ece63000000,0x5c88b2906f36644692cb3633b9f199ef4f48405d981a0bbd4c284474df904dce,0x4e45409202c761b063eb2bff3d25166fb0bab5fd,0x86b20ad42c0f3442065f148b4703450518dfc3f9,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:22,0x1dfb24fc7bda731eb20af471e339402ca7a4b4d9a4d823510a15114635b40ece,2022-07-03,15,1000,1,Individual Trade
0x5218619c98e091fc19ee19006a9529d7b7054a4fdbdb5bfcfd08c8f04294152ac9000000,0x162c718ffb6cf1eeb0d9ab8f798aee2976f14f92eea6a7820ea2f2532f0c7243,0xf063695e6e3d76382e499eeb63deaa7181d894bb,0xc7af4fc69532ddf4668a66040b037608b4351be9,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:22,0x5218619c98e091fc19ee19006a9529d7b7054a4fdbdb5bfcfd08c8f04294152a,2022-07-03,15,1000,1,Individual Trade
0x1db2e7ca887f8a5266a6ee0f59e867ab37a14bd38111888a31e4038a283b386cd1000000,0x8b8e95e60a911363f936afd2c2477e61f39ec111c79898f7ea4b34a3bcc5d9fc,0xe14a386fdc61028add50ee48c1b0c7a900fd732b,0x3df772d9c8849b7d52909d6b4f1a9bcbb8240222,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:22,0x1db2e7ca887f8a5266a6ee0f59e867ab37a14bd38111888a31e4038a283b386c,2022-07-03,15,1000,1,Individual Trade
0x1b55d1c5e79a59be03f168f9529129157b3634808a57db9248d89f235645bd9984000000,0xd6365f20c2a9c3ef4871d5d5c982042736b86d321d267092647e52356411bc30,0xc7cb7d4d9c4efc9ddc034d284acd3f5eaf92810e,0x110b40c200effe7b0098e57f8e8344da4cdca86a,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:22,0x1b55d1c5e79a59be03f168f9529129157b3634808a57db9248d89f235645bd99,2022-07-03,15,1000,1,Individual Trade
0x08a8dbc128c0e2cabba20f2536ec688709cea66f0159cdafe65a88b005e782d5c3000000,0x135b51e6f1c82e82023e9ed5d821932e440c2b2c317ed77686df05fa2933772e,0xa85658d636d18a4a88135f42521a6cab47bcc1a1,0x908a549544a53c4883b7eb927aaf8e5b26aacbff,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:22,0x08a8dbc128c0e2cabba20f2536ec688709cea66f0159cdafe65a88b005e782d5,2022-07-03,15,1000,1,Individual Trade
0x6001bc4f0a9f3e64797ab534f7a29e806c44cb50d2812c0cb2c6e154d5931847b4000000,0x2031dad8d88da2cf0ad7ead1e94a1f4976039b9b8751bcdf94c6a9adef6ebfb6,0x0ed181cf2d2f3bc3b3c20b6daa3fca65ba561b48,0x0899eb3e9242f36be0dbe617506fa6560f5a5dd1,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:22,0x6001bc4f0a9f3e64797ab534f7a29e806c44cb50d2812c0cb2c6e154d5931847,2022-07-03,15,1000,1,Individual Trade
0xc560f4ba1f2391946dcf49f2aac50bcf325a00b55dfe91033d6ea4ba0ef1cbc200000000,0xd6b07b403cc29e8541a1cec44213a77fbb3b980d5049a36a0146cbb0165a6923,0x953c794014b2b1218f6751367dd29c691502b801,0x6fec7be40101bacd4028d25dfc82ebc8264b5f6a,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:43,0xc560f4ba1f2391946dcf49f2aac50bcf325a00b55dfe91033d6ea4ba0ef1cbc2,2022-07-03,15,1000,1,Individual Trade
0xb8f98a3f532d1d151a0c99d610a368a57f1e97e074100e1b6d7264832dbdc5b96b000000,0x3ee5f23545554e7ea5e33a6dca5485c5769e89e03077241f71f7c4939fc94c62,0x7f9cb69e7059210dc1d999fcf2aad102c06f4558,0x4eecf2fb72e397a1a0ff4c8039170940468793e3,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0xb8f98a3f532d1d151a0c99d610a368a57f1e97e074100e1b6d7264832dbdc5b9,2022-07-03,15,1000,1,Individual Trade
0xf1b84a88cdda78aea9433a374bafed24e6c214f79367a096336333a9d04ab3a370000000,0x19e1d280aad641986d6f708ad877f7f6eb36d70661bad9f1e42c5bf70848f9e7,0xb1e5951ac38cf5577cda9f485f04554b947c0b23,0x4c724a2140c2f01fbbcc04f2b90f75f8b4da4f80,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0xf1b84a88cdda78aea9433a374bafed24e6c214f79367a096336333a9d04ab3a3,2022-07-03,15,1000,1,Individual Trade
0xe5f72bad1a1cbb6ee93eef8d0203bfe2a8e835de97beb50e9ee01a18c5d230622f000000,0xa7bb5bc503ff65b5cbf636e403a4c65f00257ee713f91213bd7a7baeab615a02,0xfa74d984037dedb4211dd6e8bdcd7cefb315b4a6,0x0899eb3e9242f36be0dbe617506fa6560f5a5dd1,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0xe5f72bad1a1cbb6ee93eef8d0203bfe2a8e835de97beb50e9ee01a18c5d23062,2022-07-03,15,1000,1,Individual Trade
0xcddc837e15ef2619bf73fed787dda382e6aaf94c623b25be08c726867b35306d50000000,0xdc1d6601d078caa81761ba4e81286e54039f20e5dbbc3c7f6a5c785823cddb04,0xf538ac1769709c0600c45c9eaadcf2c7d813dd79,0xb87d82d5efdc300be84090e473054c95158f4262,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0xcddc837e15ef2619bf73fed787dda382e6aaf94c623b25be08c726867b35306d,2022-07-03,15,1000,1,Individual Trade
0xbeaeb2241fd52bce81c17aeb1df3d541d38f2b7445df603b7eb8aded0831ea9a7f000000,0xeffc2d96eb265a441c548267fdb1e3a77e9db9fce859d11305d02b0526385789,0x109440cbe5b508a7063ca126c88b0f81d3829575,0x5212fd6d48ab450f22fe7e8c0754e533146a463c,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0xbeaeb2241fd52bce81c17aeb1df3d541d38f2b7445df603b7eb8aded0831ea9a,2022-07-03,15,1000,1,Individual Trade
0xa44da18b416a6af3a04ec4150fc267502c56b36397007f0adcc9a81e6d49a55c64000000,0x40d86fcfdcec8bbb8410a1d24ca4577212ccc7cfb7af08e8fd5bac1f843d27a9,0xe2e7e00b48db9211faaca699fd8949182984c7d9,0xc3adae6331f06478117e4a6fefaf3a8934f81a41,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0xa44da18b416a6af3a04ec4150fc267502c56b36397007f0adcc9a81e6d49a55c,2022-07-03,15,1000,1,Individual Trade
0xb267ae36ea8b1da9f6263e2d8a7f451d301920624244dd337adfb628cfcedec383000000,0xc784a0444c4e4fef0dc29e94b866cbc214a75f8799d0bcaa7d30e1fd33082db1,0xd809a7bfce7bf6dbfd94fb901a206e09b201af55,0x0b30158c32c65f97b856fd3284f768224897a3bf,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0xb267ae36ea8b1da9f6263e2d8a7f451d301920624244dd337adfb628cfcedec3,2022-07-03,15,1000,1,Individual Trade
0x7c5add03d24a63553528523af9a8eb98d7427d6a4566fcd946e8f78138e13d3c5f000000,0x8a6be131f6d0baf000ed502f4338cee189206de5f9302b3947a27cffa3631d6c,0x6781a4e39073b8007da4436353a53f65b7138809,0x9cdce3cd7e56aaeafbd07f897d11e21653e6db0a,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0x7c5add03d24a63553528523af9a8eb98d7427d6a4566fcd946e8f78138e13d3c,2022-07-03,15,1000,1,Individual Trade
0x02ea03f77ba4917d1d8cbb76e7f86d38c6bb7c1672c3a690d584103e75c174ff4a000000,0x78bfbcbac2f1062a31f5f825924d529bf067ac51020ce634fba41c53a78a8552,0xdd11ef5a5ac03c24b5079c05a8904cdbb2ecf59d,0xe0e9d5f6610c1d6a688c77495aafb0700adc627a,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0x02ea03f77ba4917d1d8cbb76e7f86d38c6bb7c1672c3a690d584103e75c174ff,2022-07-03,15,1000,1,Individual Trade
0x61bd8aa61bea976e476467bc231e382f19ebbb18e68c74f4582b7c0d7101354b1e000000,0xfc8d699a80c99c603152c5f3d5613e67fad7723f72ffcd270a81d575cdde5935,0x5d269833be94e4f55b9d0f4dd3374c19075ff8f6,0x64ebde2e66d3101e12973f407d97fdacbdb5c313,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0x61bd8aa61bea976e476467bc231e382f19ebbb18e68c74f4582b7c0d7101354b,2022-07-03,15,1000,1,Individual Trade
0x5fac15065165bd7301e21b288183c249d3145c97183a4181c5a637adf40a9c628c000000,0x14cf5b171481c744795846b0a9b4921c463f979310478594813346d37ec9437d,0x89107899991647a7d1a0bf8333e2579750d81a83,0xab19168455eec05df77b6b66cd3fc342d735fa89,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0x5fac15065165bd7301e21b288183c249d3145c97183a4181c5a637adf40a9c62,2022-07-03,15,1000,1,Individual Trade
0x5092d98ca2fd220ade9d5af0e87c3f394956a24700a4135799aa8370d2faae1d58000000,0xd3f2243a787c4bfd20c2c4cd581e5a6d3257b3778d4f31067e3c77ba8e33e5f8,0x76da715b266323f4eb9c9ade2127e0611f9f6c30,0xd077b1cb1e0216609adfd9c4439c6d6b5787c8c2,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0x5092d98ca2fd220ade9d5af0e87c3f394956a24700a4135799aa8370d2faae1d,2022-07-03,15,1000,1,Individual Trade
0x150474dc4fe8b3eddd62f8fa04c414009ac31133cc51f8f73b7f4ef69c802b0891000000,0x2c2461f8c471c6cfcd85116d8e171f2179661619a4886f525d19b5a9cf5e820e,0x478b390782a54abd71879c6f94c7c0c8aa939131,0xc3287bbec14e580f4efd8e2f131e16430d95f105,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0x150474dc4fe8b3eddd62f8fa04c414009ac31133cc51f8f73b7f4ef69c802b08,2022-07-03,15,1000,1,Individual Trade
0x0df09f8675c357b403aefc0796be40b7bf548145fa3aa61ee5bcf85ff7a626c479000000,0x12de1ccabe37ef7e14488f757e92ca9c5284c517cea26f4684ff67d65b601458,0x9381ee99d58ebe64f89b7972ea26dddd799756a7,0x5de81c072202e0b6e159a4121b4c8f5ac777a356,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0x0df09f8675c357b403aefc0796be40b7bf548145fa3aa61ee5bcf85ff7a626c4,2022-07-03,15,1000,1,Individual Trade
0x87d0aac79bd78694e800d38a199df57a636183da5209390e70f5ef9420bdb96121000000,0x0eb780105ef07d5c9d563b975a6da28ff443d871409d5ce38a618814960a302c,0xfcbe136beebd20fe96edd061a5ca22ddc61b39bc,0xc89ce9f096ddb405359b22a4863a08e8828e88d7,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:06:44,0x87d0aac79bd78694e800d38a199df57a636183da5209390e70f5ef9420bdb961,2022-07-03,15,1000,1,Individual Trade
0xbc09c041ac96e8db3e4fe28e715631fec81e2a6962503236b9f628f5d34bf73510000000,0x407f0d3505dff11f2a08a8f56dd4a9378ec28dfd2f0907f0207cdcabb8c89872,0x09a8b4c9b21380c8c28736b38d46c822b5445ad3,0x46f8ff21273969d08ec843ed7179874c6e8ee868,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:07:01,0xbc09c041ac96e8db3e4fe28e715631fec81e2a6962503236b9f628f5d34bf735,2022-07-03,15,1000,1,Individual Trade
0xaddf16048b32427d5027f46fcf4cb0485ad0c53ad5feeb097a01a7d0f2b580ae8f000000,0x6545f219ecdf4b7eeaf059cdee2ea02f85563bea5fbdf81de01c5618cd4d6bda,0x388e870386c825e843df19d2ff14b85969740838,0x0ae8721c362f50ae2e7f38416750bb021401306c,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:07:01,0xaddf16048b32427d5027f46fcf4cb0485ad0c53ad5feeb097a01a7d0f2b580ae,2022-07-03,15,1000,1,Individual Trade
0x7f25f5b9f960d07493ffd2a82f5130689124fa06d0a801c9ab99cfeb342ce96f22000000,0xb9fdef15753ffe0f6f529a75287ea9a8949db6e6a9b0c4e518f001d28f1edf80,0x6235ef0684ff4e69506f4b10ea5bceab667854dc,0x2a7dd5abbf472f84e1c52ae7b2cf94613f9e0a32,0x004c00500000ad104d7dbd00e3ae0a5c00560c00,2022-07-03 15:07:01,0x7f25f5b9f960d07493ffd2a82f5130689124fa06d0a801c9ab99cfeb342ce96f,2022-07-03,15,1000,1,Individual Trade
